Gene,n_guides,MERS-CoV T1015N,MERS-CoV,HKU5-SARS-CoV-1-S,VSV-SARS-CoV-2-S,SARS-CoV-2 Cas9-V2 Avg.
PADI1,3,-0.15567483,0.055801616,-0.420973663,0.304436025,0.220706314
PADI2,4,1.440344136,0.589343519,1.873603366,0.995056027,0.296066401
PADI3,4,0.935343343,0.546382173,0.08096805,-0.813403376,-0.256108139
PADI4,4,-0.035258441,-0.944103538,0.559473,0.177508919,0.675667618
PADI6,4,0.961898062,0.368691608,0.955365774,0.808276237,-0.51133279
PAEP,4,-0.108407019,0.402572051,1.744679004,2.375112091,0.759913321
PAF1,4,2.189058651,1.622541405,0.155603577,-0.08084387,0.168527556
PAFAH1B1,4,0.31369671,-0.278799071,-0.218658284,-0.467699398,0.014421587
PAFAH1B2,4,-0.070160602,0.630940534,-0.762779584,-0.544291932,-0.233347234
PAFAH1B3,4,-0.834253044,-1.06990765,0.354162904,1.035641581,1.027834629
PAFAH2,4,-0.539550637,-0.104053723,1.896256316,0.318459004,0.276967649
PAG1,4,-0.483706422,0.189148602,0.119515082,-1.006632803,-0.173779503
PAGE1,4,0.3720098,-0.078589243,-0.91062546,-0.269396654,1.028147109
PAGE4,4,0.710502756,-0.006908943,0.347950477,0.681836132,0.858628612
PAGR1,4,0.897504883,0.053265839,1.169715047,-0.384350299,-0.390487599
PAH,4,0.929848933,0.46391451,0.912368655,0.541634104,0.418724869
PAIP1,4,-2.20204134,0.624971184,-1.42508451,-1.753076815,-1.032306349
PAIP2,4,-1.08124079,0.267533567,-2.602939039,-1.499117448,-1.057736985
PAIP2B,4,0.713162464,1.236427814,1.212016153,0.669122844,-0.2826248
PAK1,4,0.024543652,0.77490664,0.607549529,-0.039717078,0.248451927
PAK1IP1,4,-0.199072548,-0.296034908,0.171393751,0.19322532,-1.288226794
PAK2,4,-1.51313186,-0.907063771,-0.980948492,-1.472896481,-0.36372924
PAK3,4,0.421890938,-0.939799171,-0.445655832,-0.505529365,0.96903656
PAK4,4,-0.355087841,-0.135956633,-1.701030188,-0.730533276,0.26704826
PAK5,4,0.456665356,0.362029613,-0.070054461,0.931590783,0.973542936
PAK6,4,-2.249375024,-0.754951234,0.590227696,0.790316166,0.317302473
PALB2,4,0.017730665,0.402311655,-1.08623742,-0.436715006,-1.702620061
PALD1,4,0.079120132,-0.001157765,-1.351522091,-2.118378379,-0.487400111
PALLD,3,-0.15063297,0.703921823,0.419206634,1.37098171,0.996310698
PALM,4,-1.266484181,1.161000102,-1.580584913,-0.049608929,-0.254300306
PALM3,4,-0.02754796,-0.142192875,0.039630794,-0.833594483,0.439637171
PALMD,4,-0.284953463,-0.471043106,-0.704991712,-0.063749381,0.544998274
PAM,4,0.879733862,1.181298783,0.967255293,0.740410961,0.041054472
PAM16,4,0.993748251,0.15063823,-0.189985946,-0.479969283,-1.704859251
PAMR1,4,-0.268355722,-0.169360525,-0.218129082,-0.430258883,-0.452470877
PAN2,4,0.455021207,1.835199576,-1.560996636,-0.915352005,-0.898514376
PAN3,4,1.95901693,1.394367587,0.695854056,0.303143982,-0.117064644
PANK1,4,1.189493914,0.630592326,-0.365639333,0.557611463,1.256754913
PANK2,4,0.465700631,1.75430731,2.225091883,1.166302385,0.59712762
PANK3,4,-0.747338911,-0.444199295,-0.625817053,-0.10979355,-1.63918815
PANK4,4,-0.873355557,1.076638058,0.645078827,0.743154427,-0.132247653
PANO1,4,0.7561313,0.137564634,0.4935155,0.891726551,0.403245587
PANX1,4,-0.453708637,-0.34954781,-0.105796976,-0.170513501,-0.481739967
PANX2,4,0.813835044,0.810026444,0.710309801,0.593030676,0.658616307
PANX3,3,-0.876394801,-1.213280397,-0.325621927,0.589319408,1.701363471
PAOX,4,-1.193509131,-0.781138999,-0.356912621,0.69202459,0.753060941
PAPLN,4,-1.913388074,-0.942212791,-1.297912964,-0.487749732,-0.073982826
PAPOLA,4,0.767031442,0.439562122,-0.845517679,-0.147991071,-0.290712774
PAPOLB,4,0.580108356,0.90323899,-0.277499213,-1.064806184,-0.081525978
PAPOLG,4,1.233507519,0.887323408,1.073475695,0.109021793,0.799915916
PAPPA,4,-0.073307553,1.093609852,-0.51921778,-1.778863638,-0.733385366
PAPPA2,4,1.536658041,0.629664776,0.682284631,-0.229606312,0.768349485
PAPSS1,4,-0.799444852,-0.575521078,-1.049594925,-0.644284095,0.161667156
PAPSS2,4,0.801585339,-0.456673032,-0.78939714,-0.476920715,-0.392695227
PAQR3,4,-0.062331346,-0.116801012,1.48651405,0.06817073,0.683182523
PAQR4,4,-0.002188061,-0.810057251,-0.359517637,-0.443662356,0.024457622
PAQR5,4,-0.508934893,-0.286352157,0.471514227,0.681267519,0.404232614
PAQR6,4,2.089309327,0.661016191,-0.880763925,-0.15260486,0.723284803
PAQR7,4,0.317941461,0.16137753,0.925198455,-1.056350709,0.049472958
PAQR8,4,-1.090548013,-0.245959124,-0.064600346,-0.411512185,-0.299095834
PAQR9,3,-1.089850371,-0.340211495,-1.651369503,0.416115422,0.504306275
PARD3,4,-1.776608806,0.880653893,-1.704029037,-0.014707763,0.584034292
PARD3B,4,0.407160914,0.278954271,0.753645498,-0.068184734,0.416276364
PARD6A,4,-0.211550677,-0.188801664,0.193490701,0.268743985,-0.403945203
PARD6B,4,-1.044519369,-1.725432563,-0.84321674,-1.339160736,-2.132537033
PARD6G,4,0.779603453,0.37607718,0.220009769,-0.880686901,0.260887767
PARG,4,0.447589281,-0.15094163,0.955511968,1.682782932,-0.835881024
PARK7,4,1.036971075,1.218281867,2.303640437,1.654141309,0.59318091
PARL,4,1.661233978,3.047295799,1.098791305,1.302413831,-1.058575044
PARM1,4,-0.991811967,0.143546845,-0.00537081,-0.093510144,-0.608530394
PARN,3,-1.363248332,-0.168183608,-0.73867873,-1.127676611,-1.900131041
PARP1,4,-0.532861885,-1.350121337,0.739063053,-0.270067974,0.713996822
PARP10,4,-1.853324949,-2.207372761,-0.68504188,-1.639380727,0.683476626
PARP11,4,0.262050698,0.130010853,-0.270951762,-0.266757703,-0.322560512
PARP12,4,1.61423678,1.194631885,-0.060245071,0.557620384,0.104655115
PARP14,4,0.737326619,1.221249882,0.75766755,0.222796529,0.145281734
PARP15,4,0.114450812,-0.87294625,-0.743786926,-1.77364879,0.727399364
PARP16,4,0.388329761,1.456552921,-0.239320429,0.422496448,0.63648146
PARP2,4,1.070435593,0.489764475,-0.827866684,-1.064607753,-1.003582914
PARP3,4,-0.140009837,0.818682078,-0.470350779,-0.43036506,0.469467373
PARP4,4,-0.504827531,-1.327962028,-0.64696552,0.341210888,0.535320075
PARP6,4,0.667068068,0.59725491,1.004793585,0.160317092,0.550982957
PARP8,4,0.614484003,0.054572156,0.504966957,0.036300147,0.333280583
PARP9,4,-0.178791855,0.325893835,-0.70290434,0.450526762,-0.29786997
PARPBP,4,0.559341956,-1.063598584,1.747172561,1.682976486,1.785662029
PARS2,4,-2.920904707,-3.057953723,-2.018427859,-1.775002713,-1.224652873
PARVA,4,0.148388791,-0.91246762,1.463179035,-0.642502856,-0.046800175
PARVG,4,-0.171933843,-1.394759075,0.136601683,-0.556317462,0.826742754
PASD1,4,-0.942683454,0.619519093,0.068419221,0.383688728,0.697689743
PASK,4,-0.260442014,-0.667580016,-1.344363474,0.108022251,-1.402082042
PATE1,4,-0.785846219,0.033526478,-0.264112011,1.065905805,1.098593155
PATE3,4,0.192077113,1.067841891,-1.565099154,-0.339486945,0.654212188
PATE4,4,0.763671972,0.152951454,-0.840596191,-0.613932407,0.401314935
PATJ,4,0.344361438,-0.006136757,0.720108354,0.975582882,0.485987809
PATL1,4,-0.033361909,-1.260637189,-1.133200042,-0.592229178,-0.095839066
PATL2,4,0.62900114,0.749185743,0.525139725,1.219128574,-0.465764541
PATZ1,4,0.231035895,0.593591381,0.221715686,0.279178503,0.051332051
PAWR,4,1.805824543,3.228339958,0.503207752,0.798278055,-0.218316853
PAX1,4,-1.111309467,-0.139391685,0.518017134,0.37358918,0.058766572
PAX2,4,0.948332597,0.111943132,0.402657927,0.048845536,1.043848584
PAX3,4,2.036580742,2.766681305,0.075971395,0.407792918,0.469697386
PAX4,4,0.877663147,0.367634244,-0.713624091,-1.719432553,-0.112244843
PAX5,4,0.22004114,-0.440580244,0.462548871,-0.293812902,0.760485779
PAX6,4,0.045230167,0.762774608,1.058005605,1.249815435,1.097505061
PAX7,4,0.237105166,0.225663605,-0.324648589,-0.405025541,1.223747722
PAX8,4,-1.06187031,-0.654490041,-0.819861181,-1.44308971,-0.956346816
PAX9,4,-1.12375682,-1.086050492,0.35316965,0.659781161,1.776822511
PAXBP1,4,0.034430417,-0.132430945,-0.883338292,-0.912739178,-1.647741569
PAXIP1,4,-0.507114057,-1.337552587,-0.864675716,-0.981739135,0.168056638
PAXX,4,0.52835188,-0.145692472,-0.164849347,0.904005047,0.194486378
PBDC1,4,-0.889915726,-0.3047984,0.148438025,-0.317343672,0.180513017
PBK,4,0.198190898,-0.383434638,0.399709026,-0.418536843,0.07825831
PBLD,4,-1.85491109,-0.714502377,-1.504138625,-0.142156419,-0.74642948
PBOV1,4,-0.190391314,-1.113686626,0.718877278,-0.657755386,0.072043179
PBRM1,4,-1.147893754,-1.145280648,1.051277245,1.750777396,0.886424008
PBX1,4,0.021556809,0.209781446,0.204239732,-0.11024193,0.441357902
PBX2,4,0.743139833,1.175831368,0.745523957,0.454209554,-0.271121511
PBX3,4,-0.511281376,1.421297104,0.383399894,0.240536951,0.6197233
PBX4,4,-2.367153666,0.339454425,-0.729656021,0.284902462,0.546252701
PBXIP1,4,-0.948435217,-0.082862685,-1.165993169,-0.926545466,-0.077056984
PC,4,-2.020261781,-1.084483558,0.173393859,0.138922752,0.624571846
PCARE,4,-1.149615666,-0.906039554,-1.596716062,-0.552938035,-1.287932584
PCBD1,4,3.158088512,0.834553165,2.809895039,3.973453874,2.723516386
PCBD2,4,0.040446707,0.434875472,-0.412077656,-1.283435919,-0.878157317
PCBP1,4,0.961887344,-0.292813116,0.867772369,0.54413382,-1.864494769
PCBP2,4,-0.393501895,0.803729687,-0.422879682,-0.759073887,-2.090719162
PCBP3,4,0.78809625,1.179723622,1.422379113,0.65279463,1.003790314
PCBP4,4,0.720543807,0.484021512,-0.66484797,0.097366062,-0.835014079
PCCA,4,0.3140101,-1.057642772,0.602262977,-0.362738418,0.293421357
PCCB,4,0.692577565,1.189728452,1.204990482,1.187710529,-0.106779026
PCDH1,4,-0.426600971,-0.747465192,-0.797756813,-1.159808857,-0.294627385
PCDH10,4,-1.341740554,-0.815870733,-1.345266664,-1.314663745,0.819201731
PCDH11X,4,0.441571808,1.086222863,0.82735381,1.424355867,0.050318902
PCDH12,4,0.143916684,-0.87641492,-0.647795951,0.302559595,0.833772959
PCDH15,4,0.595393467,0.545721495,0.471859464,-0.43742277,0.244589795
PCDH17,4,-0.175073083,0.374674482,1.395548524,0.525179869,-0.181606271
PCDH18,4,-2.116617967,-0.746629088,-0.612173886,-1.410678494,0.180948217
PCDH19,4,0.605574631,0.133451787,-0.31594654,-0.9705443,0.015149638
PCDH20,4,-0.147167798,0.103612663,-1.405569742,-1.301375907,0.491785251
PCDH7,4,-0.047062019,-0.143586536,1.828771889,0.848400204,0.017375506
PCDH8,4,0.218825421,0.686996851,1.609060933,0.205444464,-0.311715915
PCDH9,4,0.761811054,1.059974634,2.297872345,1.182767949,-1.203034984
PCDHB10,4,-0.73081003,-0.072893325,-0.306623561,-0.059672589,0.210845828
PCDHB13,4,0.877532997,1.191253588,0.181906778,0.499271288,-0.189292002
PCDHB14,4,0.615374004,0.311582039,0.550317681,-0.157271068,0.263988378
PCDHB3,4,-0.55598489,-0.173315677,0.176960301,-0.220150275,0.79070513
PCDHB7,4,0.027332979,1.20067099,-0.455539307,0.174610497,0.419264286
PCDHGB3,4,2.037771643,0.682062395,1.841396376,1.988273741,-0.335483301
PCED1A,4,1.465398383,1.599311154,2.394077904,1.726450365,1.074811318
PCED1B,4,0.180220559,-0.813420948,-0.59774009,0.23500765,-0.607417416
PCF11,4,-1.256801999,-1.380648516,-0.949086653,-0.410851854,-0.46012454
PCGF1,4,1.96448534,1.529911859,0.394798227,0.347555241,0.645751039
PCGF2,4,0.719846561,-1.176801105,0.043121108,0.525582796,-0.585217691
PCGF3,4,-1.07877377,-0.182284134,-1.950939323,-1.143354502,-0.707306694
PCGF5,4,0.065086029,0.850647703,0.386361941,2.309220244,1.20571306
PCGF6,4,-0.240266709,0.579098576,-0.322733665,0.416297592,-0.783418485
PCID2,4,-0.758754073,-0.318788816,-1.141090444,-1.376894496,-1.793045492
PCIF1,4,1.063253551,-0.310733802,0.642614138,0.210355706,0.758716145
PCK1,4,-0.464228575,0.647033259,-0.490178482,-1.032546481,0.940692215
PCK2,4,0.243665882,-0.016576369,0.502919655,0.410096283,-0.222122881
PCLAF,4,-0.909433976,-0.895842852,-1.693260324,-0.916957405,-1.014886223
PCLO,4,-0.956000923,-1.206522448,-0.767303103,-0.245683146,-0.769049892
PCM1,4,1.641928323,1.003760164,1.416243574,-0.143181329,0.889817603
PCMT1,4,2.216048747,1.924238753,0.621093205,1.936369377,-0.592167022
PCMTD1,4,0.479391031,0.127944176,0.770538287,0.002051264,1.262842516
PCMTD2,4,0.18233265,0.775266882,-0.110127714,-0.093883273,-0.238288816
PCNA,4,-0.091603517,-0.006846964,-0.622866539,-1.265993036,-0.762685357
PCNP,4,-0.851821064,0.141712494,-0.566324502,-1.426327992,-0.733434513
PCNT,4,0.1760646,-0.449444738,0.809436502,0.992555122,-0.173236969
PCNX1,4,-2.226713973,0.184339298,-0.261033086,0.726086479,0.440828359
PCNX2,4,-1.632923329,-0.858407011,0.391477232,-0.668961687,-0.553677329
PCNX3,4,-0.809658427,-0.803003012,-1.060970948,-0.629246325,0.04514709
PCNX4,4,0.283381019,-0.479218665,-0.431421418,-0.024147683,0.634809925
PCOLCE,4,-0.585139312,1.088911254,0.497055363,0.956443382,-0.161378739
PCOLCE2,4,0.940607494,-0.154567761,-0.742267896,0.822333055,-0.033843471
PCP2,4,0.746194588,-1.334152269,0.655064317,1.209237147,0.35633348
PCP4,4,-1.043298898,-0.741658546,0.589861281,-0.406649645,-1.518572748
PCP4L1,4,0.530051402,0.411023465,1.81701344,1.961577349,0.971433882
PCSK1,4,-2.179794608,-1.297964144,-1.105408431,-1.038902698,-0.950832757
PCSK1N,4,0.346314358,0.151399292,0.918486361,0.689478701,0.820370346
PCSK2,4,-0.909451811,-0.127239026,-0.63359666,-1.380492385,-1.919287481
PCSK4,4,2.462114861,1.483864885,1.304013951,-0.412092598,-0.00997153
PCSK5,4,0.531129815,0.477313429,-0.06856158,0.752965249,0.915719539
PCSK6,4,-0.739916906,1.590411294,-1.424461413,-1.166609418,-0.543236598
PCSK7,7,0.94801387,0.824797616,0.107697098,0.264418578,0.908036777
PCSK9,4,-0.187916392,-0.814594855,-0.678221653,0.470102272,-0.367699894
PCTP,4,-1.190585722,-1.140430707,-1.911102916,-0.59765157,-0.750619244
PCYOX1,4,1.294137558,0.766088239,0.925787566,0.825015863,1.213366931
PCYOX1L,4,0.526776075,0.162760707,-1.450613566,-0.205568645,-0.302372904
PCYT1B,4,0.173934962,-0.432761929,-2.046768867,-1.266135796,0.541246774
PCYT2,4,-0.340971988,-0.052638771,-0.621231301,0.134731014,-1.013433404
PDAP1,4,-1.804970996,-0.724050455,1.112026008,1.405130967,2.736440938
PDC,4,-0.943936359,-0.350085528,1.681579613,1.0137933,0.653275779
PDCD1,4,1.720881753,1.514042141,0.604410567,0.735836086,-0.459432308
PDCD10,4,0.055582394,0.125392159,-0.737830447,-0.44115272,-0.077762414
PDCD11,4,0.554153556,1.071104337,0.430714716,0.198622549,1.069424249
PDCD1LG2,4,0.568491743,-0.045044582,-0.542702378,0.250116094,-0.231363908
PDCD2,4,-0.720078831,-0.614030954,-0.430380166,-0.604919871,1.027598272
PDCD2L,4,-0.097829657,0.445461894,0.659310089,0.939396359,-0.221894558
PDCD4,4,0.757083669,0.348815206,-1.570226586,-0.482051878,0.296154107
PDCD5,4,-0.141242447,-0.27620732,-0.199980192,-0.879880948,-0.740416337
PDCD6,4,-1.543546236,0.299902513,1.362063733,1.141439583,-0.073650997
PDCD6IP,4,-2.181194946,-1.748857667,-1.832173181,-3.068059539,-0.195101772
PDCD7,4,-0.2396119,-0.691325281,0.038368808,1.259853652,-0.41293897
PDCL,4,1.007333422,1.075420306,0.497031894,1.073017753,-1.196230992
PDCL2,4,1.766542368,-0.697031159,1.716468855,-0.244267874,-1.104925789
PDCL3,4,-0.567987755,-0.264531614,-0.209404151,-0.807261778,-1.779247681
PDE10A,4,0.228570555,0.131852035,1.63991007,1.222320732,0.750763964
PDE11A,4,-0.243909645,0.835933454,1.117789104,0.933587081,1.821611649
PDE12,4,-0.995114703,-0.462612096,-1.346420538,-1.515942556,-2.271425195
PDE1A,4,2.491146762,1.48470906,0.189948339,0.54130827,-0.202395293
PDE1B,4,0.060140246,0.499320332,1.672504361,1.013224563,0.573986129
PDE1C,4,-0.397286532,0.429779,1.016622014,1.546127047,1.382950418
PDE2A,4,2.096619477,1.564909688,0.25977912,-0.242118425,-0.967493466
PDE3A,4,-1.021663795,-1.950766016,-1.505597728,-1.370654713,-0.526189181
PDE3B,4,0.610969402,0.001015973,0.931570783,-0.424348826,-0.139462485
PDE4B,4,1.079010943,0.202166448,1.009040302,0.517820881,-1.022375028
PDE4C,4,1.325652424,1.120593115,1.539389789,0.833281284,-0.10776859
PDE4D,4,0.913988141,0.710848921,0.328133639,0.686903202,0.309967759
PDE5A,4,-0.838941282,-1.457422151,-0.345806482,-1.285952383,-1.188709366
PDE6A,4,0.783426788,0.522522076,-0.737439564,0.233004411,0.854782919
PDE6B,4,-1.771824375,-0.312510884,-0.955185139,-2.545862246,-0.606693347
PDE6C,4,-0.50286573,-0.587303902,-1.195420953,-2.062395604,0.324683394
PDE6D,4,-1.234805522,0.015208636,-1.865481492,-1.39387278,0.121284673
PDE6G,4,-0.787757,0.126392784,0.183385983,0.155694904,-0.177565456
PDE6H,4,2.032736736,1.324543587,0.95054332,0.66930445,-0.455426035
PDE7A,4,2.495260132,2.403112044,1.52006919,1.900133821,-0.777929004
PDE7B,4,-0.399847044,-0.280744102,-0.490534717,-0.565767762,0.644461896
PDE8A,4,-0.619833467,-1.00187933,-0.217908424,-0.037710321,0.323478248
PDE8B,4,-0.824257813,-0.571210883,-0.759103442,-0.733480832,-0.032740068
PDE9A,4,-0.227520542,0.588032532,0.182339321,0.008451935,0.602437476
PDF,4,0.696702415,0.245827679,0.591097304,0.802577468,-0.283881317
PDGFA,4,-0.59994648,-0.246284302,0.661061057,-0.617572013,-0.20977298
PDGFB,4,-2.497392262,-1.094679622,-0.687665529,-1.549548488,0.328899386
PDGFC,4,-0.694089786,0.264829524,-1.326947017,-0.742043558,-0.087062789
PDGFD,4,-0.783952575,-1.419234692,-0.895832105,0.373185266,-1.361232781
PDGFRA,4,-0.543338909,-0.254790329,-0.483955692,-0.53819403,1.292369269
PDGFRB,4,-1.054293891,-2.187745355,-1.971885465,-1.79637306,0.141189485
PDGFRL,4,-0.917512861,-1.243679528,-1.282070174,0.264900707,-0.460228065
PDHA1,4,-0.702814621,0.125551827,0.388293745,0.768625649,0.767494214
PDHA2,4,-1.023646657,0.602231727,-1.381687148,-1.683564045,-0.244565947
PDHB,4,0.065299276,0.422967333,0.253034426,0.958300426,1.039325664
PDHX,4,0.259869412,1.339473173,-1.993137111,-1.368245457,-0.135351476
PDIA2,4,0.625546489,-1.465617872,-0.576701447,-0.786370026,-0.273557289
PDIA3,4,-1.228939758,-0.778657653,0.272346559,-0.866567728,-0.689157607
PDIA4,4,3.327648774,0.839575767,0.662118055,-0.179623816,0.71929613
PDIA5,4,-1.275955314,-0.289518098,0.35845084,1.364487414,0.659632248
PDIA6,4,-1.941584149,-1.735970427,0.214969369,-1.053293799,-1.438725058
PDIK1L,4,-0.283483293,0.127768346,-0.323936185,0.609523508,-0.15440585
PDILT,4,-0.315658478,-2.014180887,-0.172865362,-0.267730727,0.793157912
PDK1,4,0.690358998,0.900099975,-0.282816873,-0.878517067,-0.121296866
PDK2,4,0.587848127,0.462705652,2.15970652,2.44929312,1.864022826
PDK3,4,1.756190604,1.602576251,1.796875795,1.349673319,0.176260718
PDK4,4,0.58861989,-0.13050049,0.654316692,-0.117533781,1.242758412
PDLIM1,4,-1.30515133,1.478596065,-0.689432409,0.959382327,0.299791558
PDLIM2,4,1.004933279,1.327429014,1.581094225,1.1723815,0.735752015
PDLIM3,4,-0.007118644,-1.053296558,-0.009133052,-0.714031854,0.4791262
PDLIM4,4,-0.344260377,-0.30219345,-0.102519214,0.352136006,0.286480745
PDLIM5,4,-0.390487814,0.956150412,0.186755957,0.310737233,0.432316504
PDLIM7,4,1.093971226,2.055330974,-0.424837768,0.163940587,-0.293590192
PDP1,4,0.40149942,-1.346566498,-0.622766876,-0.325905675,-0.501759987
PDP2,4,1.098394605,2.086441425,-0.743220999,-1.840822266,0.687214879
PDPK1,4,-0.3456107,-0.039159509,0.870306718,0.08272003,0.045347738
PDPN,4,-0.907254077,-1.548818571,-0.012435042,-0.176210862,-0.512994998
PDPR,4,0.470939639,-0.861528784,-0.071228043,-1.520982024,0.627699332
PDRG1,4,1.252832116,0.296541018,0.220614238,0.085913811,0.164627809
PDS5A,4,0.155873188,2.200086118,0.362844386,-0.181918004,-0.707929916
PDS5B,4,0.79304836,-0.453936294,0.208539095,0.041077385,0.776588271
PDSS1,4,-1.195194742,-1.220674677,-1.228734693,0.369350772,-0.014236504
PDSS2,4,-1.01313716,-1.321040967,-1.884242484,-1.345309717,-1.892499662
PDX1,4,-0.721731144,-0.780106744,-0.388166767,0.518291809,-0.510383551
PDXDC1,4,-0.65695504,-0.090808452,0.672191674,-1.764326022,-0.072117789
PDXK,4,0.329757157,0.611469813,1.378972868,1.897799721,-0.205159088
PDXP,4,-0.664467707,0.027578831,-1.074709563,-0.567752496,0.177555525
PDYN,4,-0.545344918,-0.458879028,-0.106905472,-0.22796742,-0.00490184
PDZD11,4,0.493714431,-0.235012942,-0.290032548,0.016082707,-0.462231898
PDZD2,4,0.886583096,0.818145477,1.234633514,2.039026348,0.991647505
PDZD3,4,1.759792571,1.693588814,0.811065652,0.312500269,-0.237071068
PDZD4,4,1.132307889,1.432231479,0.410246393,0.100981069,1.36851244
PDZD7,4,0.047823174,0.615135403,1.226560341,1.450959737,0.299076078
PDZD8,4,-1.23685363,-0.214032612,0.020391771,-0.815985234,0.859570226
PDZD9,4,-0.365232237,-0.302025879,0.660572235,1.267366811,-0.441996348
PDZK1,4,1.802805392,0.775761965,0.738473677,1.00610782,1.042945674
PDZK1IP1,4,-0.195240641,-1.409367408,0.074362896,0.529936056,0.623959187
PDZRN3,4,0.101482153,0.263454464,-0.075806626,1.153510428,0.416179011
PDZRN4,4,0.943545301,-1.14406274,-0.019770052,0.671263779,0.684492109
PEA15,4,-1.681023341,-1.0112824,-0.631330336,-1.03846236,0.680175851
PEAK1,4,1.23800375,-0.482652012,-0.066153454,-0.018783779,-0.568151141
PEAK3,4,-1.039966449,-0.669728738,-0.093926763,-0.583764662,1.251389796
PEAR1,4,1.006750454,-0.374887929,-2.587477357,-1.757622069,-2.076910383
PEBP1,3,-0.522902415,0.096016483,-1.402275279,-0.507670493,-0.531045379
PEBP4,4,0.012745234,-1.376332317,-0.089775343,0.838202413,0.614200159
PECAM1,4,0.848066246,0.585749309,0.256857828,-0.211109409,-0.389418066
PECR,4,0.120641872,0.79106549,0.930575945,-0.139940781,-0.41578986
PEF1,4,0.769690719,1.683627305,0.575931472,-0.696314772,-0.237222444
PEG10,4,0.926557156,-0.017651256,0.024220539,-0.525493041,-0.060004912
PEG3,4,0.221645337,-1.122004902,0.807150993,-0.506936792,0.199530343
PELI1,4,-0.303170018,-0.079412307,-0.271139761,0.464822464,1.808977827
PELI2,4,1.140106462,1.64607963,-0.26889124,0.435021346,0.014959208
PELI3,4,-0.364098275,0.029220887,0.588436794,0.675152315,-0.093356514
PELO,4,0.081510437,-0.011620822,0.702947669,1.322776253,0.287033125
PELP1,4,0.907903694,0.32907184,-0.158493398,0.054201861,-2.280705377
PEMT,4,-0.857391514,-0.4927464,-0.56336459,-1.098271731,0.058625578
PENK,4,0.131943606,0.288786649,0.363251067,0.69036487,0.127127166
PEPD,4,0.058421327,0.808355072,0.986750103,0.453111398,0.636179683
PER1,4,-0.354205974,-0.444666788,-2.052570768,-0.032083473,-0.087041797
PER2,4,0.322395425,1.340835898,0.37032391,0.066212228,0.227852455
PER3,4,0.328885654,-1.512852479,1.890956294,0.015834976,0.376668531
PERP,4,0.626636472,0.181898252,0.41715039,0.108177157,0.429583672
PES1,4,-0.509005452,0.17318036,-0.416189336,0.515904521,0.01384961
PET100,4,-0.778926021,-1.007594513,-1.452902657,-1.552119815,-0.882695647
PET117,4,-0.834127091,-0.303817089,-1.083370708,-1.517546529,-0.689188765
PEX1,4,-0.961434257,0.659238133,-0.074659092,-1.93242307,1.000492396
PEX10,4,1.496581504,0.91752399,1.679479304,1.873217288,1.278259813
PEX11A,4,-0.086088743,0.714377066,0.384714795,-1.199093753,-1.586353951
PEX11B,4,0.187441256,0.967370207,-0.468072229,0.492664175,0.118132144
PEX11G,4,-0.727370088,-2.411284905,-0.594564211,-0.374764765,0.435375494
PEX12,4,-1.645668318,-0.902994031,1.921083519,1.919702914,0.531596494
PEX13,4,0.360394951,-0.374956024,-1.845116323,-1.137494714,-0.788579275
PEX14,4,-0.083453174,-0.125013424,-0.995552649,0.123360951,-0.229187109
PEX16,4,-1.053053423,-0.464086778,-0.101703885,-0.642727056,-0.476013238
PEX19,4,-1.195484196,-1.171870986,-0.327371591,1.056882124,0.575860414
PEX2,4,-0.519340094,-1.974619378,-0.947569076,0.30979211,-0.773774065
PEX26,4,1.114280244,2.108498984,0.171278017,-0.914400274,-0.272704196
PEX3,4,1.084264929,1.812498352,1.257207851,0.210554904,0.387516195
PEX5,4,0.004302342,1.118475339,0.311035899,-0.234908984,-1.08314789
PEX5L,4,-1.383442209,0.686194634,-0.058456007,0.372962784,-0.61824545
PEX6,4,-0.025802996,-1.639472813,-1.072325488,-1.330778593,-0.330671971
PEX7,4,1.052336467,1.368831451,0.245559984,0.468265133,0.487774493
PF4V1,4,0.41628573,0.34151683,-1.442524901,-1.605379915,-0.665393282
PFAS,4,-0.108069337,-2.105653638,1.283840452,1.134666913,0.706499106
PFDN1,4,0.330941073,-0.326142002,-0.328885518,-0.75279834,-2.649695064
PFDN2,4,0.239966265,0.607158584,1.547528078,-0.309516109,-0.455683281
PFDN4,3,-0.207488843,-0.527941207,0.831579601,1.173481696,1.569628172
PFDN5,4,-0.149431915,-0.813326764,-0.209250205,0.089528265,-2.889681701
PFDN6,3,0.094723354,0.068174538,0.0323854,0.03169719,-0.407424348
PFKFB1,4,1.894157936,0.51669469,1.720926224,1.467702001,1.317302487
PFKFB2,4,0.854722024,-0.081780144,-0.838419602,-1.141740343,0.466855276
PFKFB3,4,0.406658329,0.537538073,1.001198695,1.505493386,0.880215089
PFKFB4,4,-0.32804938,-0.037696672,0.868293162,0.688540005,-0.10939326
PFKL,4,0.603474041,0.307734148,0.644484381,-0.156765222,-0.07134629
PFKM,4,-0.770475271,-1.385719113,0.356758671,-0.095812222,0.02960069
PFKP,4,-0.055662947,-0.159450354,0.522016001,0.417879422,0.521397383
PFN1,4,-1.900719719,-1.490787768,-1.259234795,-1.359673046,-2.222702248
PFN2,4,2.583502035,1.615556068,2.546103395,2.345255952,1.250062557
PFN3,4,0.511575348,-0.756433212,0.577065475,-2.161561044,0.231277986
PFN4,4,-0.249042924,-0.041623109,-0.8300421,0.656239489,0.79633715
