Gene,n_guides,MERS-CoV T1015N,MERS-CoV,HKU5-SARS-CoV-1-S,VSV-SARS-CoV-2-S,SARS-CoV-2 Cas9-V2 Avg.
HBD,4,-0.386456102,-0.424780417,-0.098083764,-0.041270964,0.411379964
HBE1,4,-0.886885801,0.862508735,0.590577338,0.605811819,0.556796151
HBEGF,4,-0.900203901,-0.655001976,0.204998665,0.381314395,-0.219222807
HBG,4,0.248285092,1.33836963,-0.639345207,-0.948307387,-0.05806163
HBM,4,0.510345994,-0.137212564,0.945374312,0.425000717,0.39120366
HBP1,4,-0.763333343,0.72989614,-0.571445413,0.782920662,-0.945902423
HBQ1,4,1.162313056,1.03771382,0.555332262,0.620952002,0.540744244
HBS1L,4,1.18104729,0.326391293,0.632846622,-0.465858441,-1.031453059
HBZ,4,0.052291066,-0.818237679,-1.013710587,-1.518425052,0.456249516
HCAR1,4,-0.396907168,-1.236227364,-0.120918715,-0.719336487,-0.136774909
HCCS,4,-1.583243225,-1.126442278,-1.171173228,-0.305932333,-0.457490836
HCFC1,4,-1.038774108,-1.102092409,-1.118933223,-1.803259262,-1.123886713
HCFC1R1,4,-0.998971567,-1.282832528,-0.15303121,-0.258073,0.519973886
HCFC2,4,2.307201545,1.376138492,1.554909698,1.123367391,0.804037343
HCK,4,0.013340298,1.372993579,1.06577455,0.368999313,0.069101991
HCLS1,4,-0.834726297,-0.011270298,1.453508665,-0.012118344,1.267502729
HCN1,4,0.829021573,0.52429007,1.296487786,1.318497565,0.91816474
HCN2,4,0.698896298,0.83609545,0.402990273,0.280011575,-0.747856809
HCN3,4,0.390795448,0.744696595,1.144816922,2.925719799,1.032965367
HCN4,4,-0.426319148,-0.134880648,0.446093978,-0.50772595,0.206728932
HCRT,4,-0.747596484,0.101212071,0.192273732,-1.528479555,-0.27925982
HCRTR1,4,-0.69096955,-0.411279132,-0.769746092,-0.011590203,-0.322111083
HCRTR2,4,2.088725331,1.08008437,0.030898382,-0.724604493,-0.429660901
HCST,4,2.299239422,0.585540092,-0.051327151,-0.93132505,0.428271194
HDAC1,4,1.385079597,2.796048635,0.57699741,1.033599981,-0.03982462
HDAC10,4,-0.568449044,-1.137549442,-1.125288979,-1.381973841,-0.203338036
HDAC11,4,1.260660097,-0.921956174,-0.096713833,0.118330295,1.207280255
HDAC2,3,-1.224691705,1.037342031,-0.417222,-1.323099087,-0.13519628
HDAC3,4,0.020657464,-1.180031858,-1.011724285,0.039268466,-1.503084739
HDAC4,4,-0.799455426,-0.293021222,-0.033879384,0.806698429,0.570294151
HDAC5,4,0.37759094,-0.337189202,-0.247550194,-0.388384935,-0.367042101
HDAC6,4,0.193866242,-0.208876581,-0.940851484,-1.547841412,0.030505972
HDAC7,4,0.043449221,0.039263889,0.557999287,-0.375056443,0.17085074
HDAC8,4,-0.628745316,-2.28412116,-0.414137284,-0.526685045,0.129751884
HDAC9,4,-0.068386466,0.360400729,-0.020284149,-0.904122004,0.372403941
HDC,4,-1.726176712,0.657858418,-0.169076132,-1.511217424,1.751819444
HDDC2,4,0.313102078,0.865258731,0.282435672,-0.008476252,1.170944307
HDDC3,4,-1.040958578,0.667946472,2.007738508,0.823021754,0.214761563
HDGF,4,-0.074085711,0.434624684,-0.882931192,0.875975403,0.671892472
HDGFL1,4,0.248360902,-1.147107014,0.263733721,-1.200978674,-0.812185751
HDGFL2,4,-1.135819043,1.09122638,0.28931557,-1.423893786,-0.018276548
HDGFL3,4,-0.787812256,-0.191037614,-0.918168907,-2.026955753,-0.276750472
HDHD2,4,0.803212515,1.502608783,-1.112232667,-0.793121281,0.582808957
HDHD3,4,0.180420354,-0.384055309,-0.487625901,-0.896593312,-0.31153893
HDHD5,4,1.96678204,0.900589431,1.447227831,0.412071286,0.853658085
HDLBP,4,0.766068753,0.691646639,0.390806116,-0.862401787,-1.099168026
HDX,4,-1.001183239,0.119423727,0.162884974,-0.251615209,0.543960048
HEATR1,4,-0.789307131,-0.966098885,-0.238142095,-1.063868265,-0.671035764
HEATR3,4,1.076102108,0.135821682,0.466096192,-0.236647616,1.0612409
HEATR4,4,-1.542274368,-1.429718852,-1.190865211,-2.132645664,0.517275647
HEATR5A,4,1.825393694,1.872973381,-0.218456345,1.245322573,0.34974355
HEATR5B,4,2.769097741,2.450514296,0.194094997,0.659907179,-0.493838109
HEATR6,4,2.256110481,2.243311006,1.60480958,1.457970349,0.638376529
HEATR9,4,-0.637011501,-1.990149804,-1.06301116,-0.856942801,0.16165875
HEBP1,4,1.230596214,0.826744958,-0.378911322,0.237513106,-0.676071724
HEBP2,4,-0.681416567,-0.007228734,0.08908693,0.357271535,-0.307105284
HECA,4,0.559641041,0.824639021,1.261103701,0.296257144,0.024452886
HECTD1,4,1.43840157,2.115713866,1.832629315,-0.357681276,-0.027810157
HECTD2,4,-1.083090878,-1.327310744,-0.309061761,-1.23875309,0.427014279
HECTD3,4,1.065869065,-0.716242066,0.506612692,0.937376541,-0.136052873
HECTD4,4,-0.257350161,-0.475967967,-0.026287725,-0.465176486,0.587553253
HECW1,4,0.450410639,-0.002745796,1.210863351,0.858996746,0.720671968
HECW2,4,-0.949815558,-0.774670144,-1.21862527,0.202554968,1.486249848
HEG1,4,-0.099826864,-1.806586326,0.682338711,0.554756157,1.155576313
HELB,4,-0.063391795,-0.723445244,-0.133415185,1.06827177,0.491952545
HELLS,4,1.040475529,0.511599098,0.328381966,2.099285024,0.718307638
HELQ,4,-0.570173486,0.299663738,-2.202986616,-0.963737681,0.585191748
HELT,4,-0.935322521,-1.82648209,0.983522722,0.935550668,0.438288108
HELZ,4,-0.683017778,-0.478961228,1.519449224,2.759287718,1.791280122
HELZ2,4,1.176923403,0.680433087,0.402534809,0.227762336,-0.878702522
HEMGN,3,1.037010851,0.38732501,2.206688704,1.150805419,0.693803629
HEMK1,4,0.340299645,0.596998543,-0.731437099,-0.03400251,-0.934880009
HENMT1,4,-0.63202953,0.333362631,-0.473621758,-1.113763766,-0.925714365
HEPACAM,4,0.30025913,-0.286049352,0.439303223,0.439548588,0.235993081
HEPACAM2,4,-3.385152591,-1.522387441,-1.888462936,-0.585020965,0.277033399
HEPH,4,-0.048670765,-0.712827023,-0.800988712,-0.498892241,-0.072703576
HEPHL1,4,0.5927436,-0.424276849,-0.029002823,-0.313802341,0.75967695
HERC1,4,0.670818824,1.4336133,-0.057427278,0.872960996,0.334141757
HERC2,4,-1.374387536,0.954495927,1.264433751,0.803021577,-0.887254389
HERC3,3,1.246393058,0.883490239,-0.058076274,0.211810414,-0.048355647
HERC4,4,-0.044790839,-0.771668755,0.241106654,0.440192357,0.777879075
HERC5,4,-1.333375388,-1.140045792,-1.815297613,-1.488521259,-0.330051247
HERC6,4,0.431604873,-1.064063892,0.942689409,0.544696605,-0.449715354
HERPUD1,4,2.108327904,2.461002064,1.923803471,1.850538564,1.318070926
HERPUD2,4,0.370381447,1.040290373,-3.251722052,-2.242125362,-1.393508587
HES1,4,-1.271159789,-0.621729007,-1.2777674,-0.692601427,-0.773110247
HES2,4,0.090657233,1.364087926,-1.099739056,-0.75483593,-0.452602186
HES3,4,1.101868395,-0.408065098,-0.268490948,0.529480111,-0.322017566
HES4,4,-0.362340388,-0.647900407,0.318619738,0.189186695,0.230707326
HES5,4,-0.958765682,-0.556207343,-0.047891149,-0.792688386,-0.063072216
HES6,4,-0.379286555,-0.879043567,-0.163294415,0.237275482,0.608327295
HES7,4,-0.963296408,-0.412135016,0.60594451,-0.534316654,-0.304276963
HESX1,4,0.389958953,0.878271637,0.424545107,0.604416237,0.307545281
HEXA,4,0.600562614,-0.357985655,-1.509435055,-1.350128612,-0.571466984
HEXB,4,1.670275062,2.099693368,0.386333304,-0.382008766,0.364800832
HEXD,3,-0.022101795,0.87652197,-1.01768122,-0.460090232,0.246531247
HEXIM1,4,-0.291674941,0.453389798,-1.21742926,-2.083294121,-1.402571496
HEXIM2,4,-0.03017552,-0.259813777,-0.030856071,-0.178472401,0.040763028
HEY1,4,0.232746913,0.372360337,0.179868591,-0.190130913,0.523251621
HEY2,4,-1.73391854,0.389134592,-1.717905718,-1.565839369,-0.777409707
HEYL,4,1.411031159,0.346586168,0.44160201,0.287548731,-0.62559261
HFE,4,-0.474869909,-0.42678391,-0.436563744,-0.257020088,-0.640150442
HFM1,4,0.239207983,0.403804744,0.008971126,-0.256148845,0.975419001
HGD,4,0.67494144,-0.086831458,1.49939131,2.125435979,0.062000549
HGF,4,0.160967599,1.107800155,1.881034671,1.00199124,1.05415964
HGFAC,4,-0.133725593,1.354018748,-1.524955659,-1.51488531,-0.199138469
HGH1,4,1.340938087,-0.19112496,-0.372294096,-0.223894664,0.60746222
HGS,4,-2.232987455,-2.026149249,1.463363311,0.28331689,-0.778604969
HGSNAT,4,0.002320585,-1.219585933,-0.057796243,0.29403828,-0.215834457
HHAT,4,-0.19235929,-0.357499502,-1.425569823,-0.490456847,-0.103510275
HHATL,4,0.697345302,-1.56670529,-1.162512707,-0.046453917,0.427059466
HHEX,4,2.762354325,1.375689423,1.364892682,0.168690484,1.22246323
HHIP,4,-1.632661059,-1.073295915,0.991471768,-0.073886289,-0.156798175
HHIPL1,4,0.747251801,0.994284352,2.296001096,2.684878927,1.544762694
HHIPL2,4,0.064543548,0.966657249,0.577103551,0.354580084,0.66761433
HHLA1,4,0.927409178,0.401312759,1.154250891,0.775228453,0.350160557
HHLA2,4,1.674588314,0.256863754,0.07770625,1.382053638,1.204749803
HHLA3,4,-1.40525789,-0.085799024,0.557525759,-1.015547533,-0.610067757
HIBADH,4,1.372902443,2.163189841,-0.087763898,-0.150280315,-0.318271168
HIBCH,4,0.247919028,0.47882496,1.084266701,2.401353848,1.381756209
HIC1,4,0.895409589,1.209380297,-1.253481591,-0.836963224,-0.738865101
HIC2,4,-0.385418977,0.843670798,0.665363683,0.237910112,-0.309897059
HID1,4,-0.305411066,-1.336604386,-1.770847176,-1.70632429,0.375203496
HIF1A,4,-0.533431403,0.020953743,0.623818251,0.292253833,0.059784082
HIF1AN,4,0.945717138,-0.460350079,1.006368111,0.475437287,0.128913668
HIF3A,4,0.798284934,0.180437415,0.780568444,0.647875378,-0.451184616
HIGD1A,4,-0.752806639,-1.258728161,-0.899931357,-1.2170035,-0.479048435
HIGD1B,4,-0.648655039,1.029820846,-0.374276418,-0.142515344,-0.547255291
HIGD1C,3,-0.531706428,-0.449444624,0.258827133,-0.848526466,-0.057950695
HIGD2A,4,-1.813025805,-0.443888788,-2.37508712,-1.479484046,-1.501350524
HIKESHI,4,-0.964053988,-1.408207671,-2.020588605,-1.81066496,-0.769737658
HILPDA,4,-0.117157401,-0.198702716,0.702724293,-1.039124728,0.772615586
HINFP,4,-0.312389961,0.617871178,1.433303787,0.990397308,0.281480033
HINT1,4,0.301448518,0.924509064,1.600841358,0.703220768,0.858337135
HINT2,4,0.476741032,1.822224386,-0.213567719,0.632144683,-0.013938736
HINT3,4,-1.442489226,-1.078295082,-0.043086459,-1.157213575,0.570707824
HIP1,4,-1.884945643,-1.737192136,-0.970822783,-0.23233778,1.343324056
HIP1R,4,-0.362299127,0.754035588,-0.192661344,0.637569048,-0.028408975
HIPK1,4,-1.636575479,-2.034013967,0.709158833,0.433471332,-0.717763772
HIPK2,4,-1.161293024,-0.357151701,-1.321716327,0.765779145,-0.678322547
HIPK3,4,0.299788605,-1.406173191,1.590581455,-0.168225019,0.630056883
HIPK4,4,1.371510044,0.775692213,-1.07793343,-0.734400064,-1.485311313
HIRA,4,-0.261298375,0.766689809,-5.348792498,-5.739396833,-5.708399443
HIRIP3,4,1.895242026,1.92662815,0.836064448,0.225951617,-0.18948746
HIST1H2AL,4,1.845100407,0.177781832,0.682067256,0.595335168,-0.313428552
HIST1H2AM,4,1.257746355,1.514179361,1.488151651,0.968221379,-0.667895677
HIST1H2BO,4,-1.723157992,-0.681104124,-0.950683377,-1.521830859,-1.315444327
HIST1H3J,4,1.497411586,1.494264811,0.489712382,0.804183592,0.168921736
HIST2H2AB,4,-1.314312383,-0.079802384,-0.71276474,-1.545908126,-0.849996929
HIST2H2AC,5,-0.689096594,-0.718701141,-0.364098053,-0.238450772,-1.330952423
HIST2H2BE,4,-0.315837705,-1.344386576,-0.875104192,-0.705959271,-1.387386774
HIST3H2A,4,1.176047615,0.871490218,-0.825054025,-1.673640653,-0.064847132
HIST3H2BB,6,-1.761808453,-1.391409361,-0.421576681,-0.12902307,-0.751189528
HIST3H3,4,0.368126682,-0.540720186,-1.159566781,-0.990327276,0.488481324
HIST4H4,4,-2.299899291,-1.296749084,-0.617346468,-1.244258924,0.014704168
HIVEP1,4,0.300730622,-0.765878487,0.156128315,0.478755425,0.25941689
HIVEP2,4,-0.28193893,-0.588614148,0.648270317,-0.584956649,0.608846681
HIVEP3,4,-1.03940675,-2.305147285,-0.706756643,0.11444303,0.759469673
HJURP,4,1.361324542,1.258931422,0.537303547,1.769243688,-1.34200103
HJV,4,0.196866333,-0.738102489,-0.642690429,-1.194495247,-0.489730682
HK1,4,2.886023795,1.940907939,1.087844963,-0.726180955,-0.660519261
HK2,4,-0.028945309,-0.820194295,-0.678278074,-0.081628134,-0.060941046
HK3,4,0.544876752,1.73344947,0.858978831,1.404582176,1.126698453
HKDC1,4,0.888638244,1.037908213,-0.996371517,-0.277266452,0.504697395
HLCS,4,1.027810141,0.785574399,-0.876573491,-0.3077905,-0.222224138
HLF,4,0.648682228,0.488656421,-0.250269171,0.682321558,0.648942152
HLTF,4,0.424655279,0.041737792,-1.091871762,-1.054727622,-0.324382984
HLX,4,0.772000384,0.500886167,0.339986271,-0.075557801,-1.197002473
HM13,3,-0.686549973,-0.131710003,-0.149030671,0.494530057,0.513791531
HMBOX1,4,2.151910572,1.034468324,-0.27300434,-0.66971965,-0.592835952
HMBS,4,1.462775188,-0.059105254,0.558422777,1.858550408,0.968672105
HMCES,4,-0.253261243,1.306848564,0.419802376,0.947180921,-0.968898238
HMCN1,4,0.914333909,2.153758691,0.378634127,1.801361873,0.991879243
HMCN2,4,1.015336718,-0.961339316,-2.139939679,-0.30851023,-1.472862104
HMG20A,3,2.11024638,0.847080518,0.298717526,-0.316299263,0.335489077
HMG20B,4,1.547122235,0.926480054,0.368197309,1.074336339,0.269109872
HMGA1,4,3.19E-04,0.078618244,-1.76166016,-1.446125739,-1.760816581
HMGA2,4,-0.906772726,-0.015143338,0.862442493,0.456159515,0.532432349
HMGB2,4,1.358674416,0.46190699,2.511476506,2.042615321,1.20816154
HMGB4,4,-0.283863328,-0.05799039,-1.136539093,-0.704245286,-0.478953088
HMGCL,4,-1.199719169,-0.397649224,0.920737673,1.058521503,0.159125751
HMGCLL1,4,-0.294592806,-1.007359845,-0.299996646,-1.058480481,-0.106435657
HMGCR,4,0.995473975,0.395334259,0.394968597,-0.16523877,0.308034511
HMGCS1,4,-0.114520599,-0.330193171,-0.252240078,0.034858635,-0.11115151
HMGCS2,4,-0.438994917,0.386310229,0.178533653,1.574392536,0.433840003
HMGN1,4,-1.813737042,-1.475184967,-0.024745994,-1.269482339,-0.136135247
HMGN2,4,0.847234979,0.353480586,-0.070079631,-1.163801198,-0.830648262
HMGN3,4,-0.942626901,0.533554525,0.385570904,-0.786284972,-0.397966221
HMGN4,4,0.632915764,-0.886566565,0.10757406,-0.196008657,-0.907487856
HMGN5,4,0.943081324,-0.208245723,-1.401397574,-0.358046348,-0.898993458
HMGXB3,4,-0.199562614,-0.767243041,-0.225925204,-0.421016727,-1.230224907
HMGXB4,4,-0.092275352,-1.717556974,-1.528789628,-0.861625898,-0.739941704
HMMR,4,-2.879230026,-0.625406942,-1.015002167,-1.576940256,0.027892067
HMOX1,4,-0.227258023,-0.201195598,1.072537667,0.213175918,0.447086784
HMOX2,4,-0.457805105,0.221605289,-1.736663507,-1.086768961,-0.291418159
HMSD,4,1.759095879,-0.138671164,0.460309353,-0.001285748,-1.00510585
HMX1,4,0.45786976,0.543285051,0.785700234,1.30742749,-0.055814368
HMX2,4,-0.00703155,0.593537941,0.104716068,0.181261186,0.021127446
HMX3,4,0.789383221,0.803316803,-0.539608573,-0.45469629,-0.321511857
HNF1A,4,1.155214359,0.651097141,1.775584198,1.906606611,2.028100462
HNF1B,4,0.976562925,1.198772011,2.086290404,1.596201367,1.028361041
HNF4A,4,2.634102782,3.043875461,-0.290137548,-1.165136455,0.074341417
HNF4G,4,-0.579360916,-0.809450816,1.335933255,1.921786017,0.19519859
HNMT,6,-0.127114207,0.054215209,0.083127136,-0.127508146,-1.397199269
HNRNPA0,4,0.634273747,0.619822519,-1.204504444,0.348256516,-0.973309639
HNRNPA1,4,-2.055226882,-2.636503461,0.905296303,0.25533812,0.340936179
HNRNPA2B1,4,2.276422296,3.247718178,-1.262010616,-2.206319795,-2.34465093
HNRNPA3,4,0.383797235,-0.931422482,0.0076254,-0.038596428,-0.699804901
HNRNPC,4,-0.057099693,-0.890651539,1.309309781,-0.073944284,-0.353974432
HNRNPCL1,4,0.444772495,0.584860175,-0.424248329,0.831819706,0.989701802
HNRNPD,4,-0.892768881,-0.21713714,-1.000698317,-0.54288578,-0.829058197
HNRNPDL,4,-0.310901347,-0.354327025,0.677994336,-0.105751655,0.111422121
HNRNPF,4,1.428327286,0.198163925,1.812073858,1.376842201,0.0565487
HNRNPH1,4,0.21313326,-2.046936898,-0.423734726,-1.757555717,-1.773779324
HNRNPH2,4,-0.150998672,-0.585309076,-0.665081058,0.158000192,-0.722020614
HNRNPH3,4,-2.763690519,-3.55761773,-2.082106515,-0.427839402,-0.675924725
HNRNPK,4,0.253007891,1.126187347,0.436437665,1.081706815,0.735586523
HNRNPL,4,2.068410114,1.928272949,1.23582793,1.699579158,0.664758467
HNRNPLL,4,0.927143664,0.73426619,-0.299377224,0.241381624,0.797807567
HNRNPM,4,0.202242484,-0.228475869,0.173668989,0.511010711,-2.304578048
HNRNPR,4,-1.379936548,-1.515387271,-0.559090738,-0.739979532,-1.114983114
HNRNPU,4,0.437507025,1.236996298,-0.07978623,0.801264462,-2.56827715
HNRNPUL1,4,1.604313236,1.805827906,1.286595259,1.295096831,-0.59471255
HNRNPUL2,4,0.316948553,0.205525642,0.736019214,1.544423273,0.359766078
HOATZ,3,-0.727134905,0.261418039,0.211392026,0.055489294,1.853563846
HOGA1,4,-1.049259715,-2.237576932,-0.483451964,0.217282804,-0.073685448
HOMER1,4,0.490652452,0.541638929,-0.403432693,-0.812255372,-0.731705619
HOMER2,4,-1.21342873,-1.111588644,-1.527598577,-1.476353655,-0.11044418
HOMER3,4,1.109742323,0.720573619,-0.639251026,-2.053026801,-0.400641419
HOMEZ,4,0.644759915,0.931582743,-0.697599356,-0.775010247,0.916329571
HOOK1,4,-0.282957606,0.645657669,-0.25602901,0.945007813,1.731124898
HOOK2,4,1.833974015,1.580876862,2.410686656,2.262360053,1.202760098
HOOK3,4,0.03324446,-1.205331908,0.443170405,0.167859404,1.350268056
HOPX,4,-0.140378925,-0.419663544,-0.12518853,-0.229944233,-0.62800234
HORMAD1,4,0.802828955,2.213704545,0.67988596,0.483137552,0.104572004
HORMAD2,4,1.223727302,0.728670727,-0.32501837,0.801461,-0.247521858
HOXA1,4,-0.252140433,-0.734815636,0.601167696,0.224963702,0.24560785
HOXA10,4,-0.553380097,-0.408615953,0.666477128,-0.452165103,0.179829931
HOXA11,4,0.272641114,0.757037622,1.092357882,0.146062262,0.360953926
HOXA13,4,-0.92395648,-0.42365565,0.227697731,0.197253466,-0.557338012
HOXA2,4,1.580908539,1.490120115,-0.215513709,-0.326510307,-1.581872203
HOXA3,4,1.658297545,1.601176331,1.924137793,2.473587216,0.512775718
HOXA4,4,-0.146309238,0.980471946,0.309151931,0.169224094,0.479922651
HOXA5,4,-0.333745186,-1.291650422,0.468906527,-0.378715579,0.507155964
HOXA6,4,-1.031290967,0.325276911,-1.813291984,-0.786008042,-1.126575651
HOXA7,4,-0.785841244,-0.540434903,-0.17535837,-0.054299866,-1.19883501
HOXA9,4,2.223896905,0.835108769,0.352267217,1.952978186,-0.384175062
HOXB1,4,-0.283828362,-1.127498477,0.702824038,-0.691692205,-0.275690026
HOXB13,4,-0.850450506,-0.260128939,0.072427266,-0.659309883,0.370128918
HOXB2,3,-0.388168526,1.113063233,-1.092487207,-1.460579663,0.064407679
HOXB3,3,-0.81682305,-0.766410802,-0.407751907,-1.435860619,-0.265204737
HOXB4,4,0.035095519,-0.253720718,0.112022355,-0.645509542,-0.166388497
HOXB5,4,0.09274203,-0.672166608,-1.320230932,0.372053296,-0.465907757
HOXB6,4,-1.986671066,-2.038283752,-1.24595163,-1.051844589,-0.045274653
HOXB7,4,1.555689417,-1.167997779,-0.327245542,0.382291482,-0.81081249
HOXB8,4,1.485618587,1.853879509,-0.238955368,-0.614423872,-1.021578375
HOXB9,4,0.250116567,0.546473496,0.281478809,0.006095739,1.24053465
HOXC10,4,-0.679266025,0.3260848,0.076954864,-1.160224417,1.442764621
HOXC11,4,-0.053252648,1.310145065,0.097120111,-0.233692216,-0.752487197
HOXC12,4,1.691865343,1.939682849,0.423006908,-0.258524765,0.365369153
HOXC13,4,-0.098920529,-0.458986518,0.035525759,-0.737156691,0.719574408
HOXC4,4,0.54010807,1.401500058,0.397796108,0.569310501,1.016149037
HOXC5,4,0.864910997,-0.682964333,0.064834713,-0.329259777,-0.215167546
HOXC6,4,-0.107944622,-1.129429664,-0.94762052,-1.576719207,-0.132943274
HOXC8,4,2.4458872,1.867091025,0.747522754,-0.147527427,-0.621358638
HOXC9,4,0.560107358,0.253492407,-0.696329747,-1.519338916,0.021082967
HOXD1,4,-0.162244101,-0.188139036,1.128825816,0.687388702,0.198151917
HOXD10,4,-1.024059613,0.125937803,-1.318483229,-0.125466773,-0.869266994
HOXD11,4,-1.007085532,-0.629560096,0.318916318,-0.421838014,0.656749549
HOXD12,4,-0.348322676,-1.829529781,-1.376831926,-1.125808237,-1.128993661
HOXD13,4,0.26258576,0.783493715,-1.338771514,-1.632993103,0.452456234
HOXD3,4,0.161001971,-0.589545248,0.013860796,-0.267284876,0.330440707
HOXD4,4,0.597036475,-1.175463843,-1.023782958,-0.972353557,-1.213013168
HOXD8,4,-0.237576955,-0.660217491,-1.514640564,-1.783428248,0.01337506
HOXD9,4,0.514945153,-0.532358763,1.210677529,2.146781739,-0.196787146
HP,4,-1.168289757,-0.255536689,-1.011374953,-0.670979923,-0.759655938
HP1BP3,5,0.242142895,-0.203906045,-0.37436522,-0.301716093,-0.411778695
HPCA,4,0.834227875,0.192013093,-0.485839583,-0.687423182,-0.128677228
HPCAL1,4,-1.475285826,-0.823338702,-1.071629628,-1.187499095,0.33451057
HPCAL4,4,0.068310002,1.152857835,0.258811121,-0.051368686,0.871893365
HPD,4,-0.182839621,0.539268042,-0.798847875,-0.03489121,0.203022098
HPDL,4,-1.013063998,0.048736049,-0.519560936,-0.660034549,0.056369167
HPGD,4,-0.829019653,0.232847903,1.055449164,1.068809639,1.066891532
HPGDS,4,0.62086398,1.265608384,0.633694536,-0.051225154,-0.129793238
HPN,4,-0.466463236,-0.514405613,-0.186752525,-1.176750886,-0.610005577
HPRT1,4,-1.023650691,-0.045114563,0.49904481,0.453822495,0.543731644
HPS1,4,-0.349839217,-0.767686951,-0.422550261,0.431114968,0.623562147
HPS3,4,0.123033079,-0.494651535,1.061376427,0.028190605,0.005942107
HPS4,4,0.926504269,1.370812331,0.734899766,0.874962081,0.202968167
HPS5,4,-0.017510432,-0.066041748,-0.303687785,0.536102263,0.646727271
HPS6,4,1.810664121,1.955430501,0.54665585,0.0887124,-0.634866912
HPSE,4,-0.353642364,1.587029742,-0.304252424,-1.049545847,-0.412908305
HPSE2,4,0.257165441,0.219535826,-0.621883786,0.104736254,0.81568286
HPX,4,-0.095518731,-1.074646671,0.401700963,-0.11459374,0.292276647
HR,4,-0.307066469,-0.836820823,-1.399853272,-0.130389382,-0.442814106
HRAS,4,1.128077276,0.26925976,-0.231527391,-0.315449603,0.688107237
